Service,Entity Set,Data Source ID,Report Name,Description,URL Path
ana_businessanalytics_analytics.svc,RPFINPRFU30_Q0003QueryResults,FINPRFU30,Profitability Management,"Provides profit data for analysis by multiple market segments such as all customers in a particular region and customer group. You can choose to analyze profit by detailed attributes such as sales documents, GL accounts, and journal entry IDs. Three methods are supported to calculate the profit, which are based on financial accounting data (for earned profit), or sales documents (for order or invoice profit). Aggregates information from the following Data Sources: Profitability: Order Profit; Profitability: Invoice Profit; Profitability: Earned Profit. This data source forms the basis for the following key reports: Profit Detail by Contribution Margin Scheme; Profit Overview by Key Figure; Key Performance Indicators, and Dashboards based on Profitability.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINPRFU30_Q0003QueryResults
ana_businessanalytics_analytics.svc,RPFINPRFU30_Q0004QueryResults,FINPRFU30,Profitability Management,"Provides profit data for analysis by multiple market segments such as all customers in a particular region and customer group. You can choose to analyze profit by detailed attributes such as sales documents, GL accounts, and journal entry IDs. Three methods are supported to calculate the profit, which are based on financial accounting data (for earned profit), or sales documents (for order or invoice profit). Aggregates information from the following Data Sources: Profitability: Order Profit; Profitability: Invoice Profit; Profitability: Earned Profit. This data source forms the basis for the following key reports: Profit Detail by Contribution Margin Scheme; Profit Overview by Key Figure; Key Performance Indicators, and Dashboards based on Profitability.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINPRFU30_Q0004QueryResults
ana_businessanalytics_analytics.svc,RPFINPRFU30_Q0006QueryResults,FINPRFU30,Profitability Management,"Provides profit data for analysis by multiple market segments such as all customers in a particular region and customer group. You can choose to analyze profit by detailed attributes such as sales documents, GL accounts, and journal entry IDs. Three methods are supported to calculate the profit, which are based on financial accounting data (for earned profit), or sales documents (for order or invoice profit). Aggregates information from the following Data Sources: Profitability: Order Profit; Profitability: Invoice Profit; Profitability: Earned Profit. This data source forms the basis for the following key reports: Profit Detail by Contribution Margin Scheme; Profit Overview by Key Figure; Key Performance Indicators, and Dashboards based on Profitability.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINPRFU30_Q0006QueryResults
ana_businessanalytics_analytics.svc,RPFINPRFU30_Q0007QueryResults,FINPRFU30,Profitability Management,"Provides profit data for analysis by multiple market segments such as all customers in a particular region and customer group. You can choose to analyze profit by detailed attributes such as sales documents, GL accounts, and journal entry IDs. Three methods are supported to calculate the profit, which are based on financial accounting data (for earned profit), or sales documents (for order or invoice profit). Aggregates information from the following Data Sources: Profitability: Order Profit; Profitability: Invoice Profit; Profitability: Earned Profit. This data source forms the basis for the following key reports: Profit Detail by Contribution Margin Scheme; Profit Overview by Key Figure; Key Performance Indicators, and Dashboards based on Profitability.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINPRFU30_Q0007QueryResults
ana_businessanalytics_analytics.svc,RPFINPRFU50_Q0001QueryResults,FINPRFU50,Enhanced Contribution Margin,Enhanced Contribution Margin,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINPRFU50_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPFINTAXU01_Q0001QueryResults,FINTAXU01,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINTAXU01_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPFINTAXU01_Q0002QueryResults,FINTAXU01,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINTAXU01_Q0002QueryResults
ana_businessanalytics_analytics.svc,RPFINTAXU02_Q0001QueryResults,FINTAXU02,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINTAXU02_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPFINTAXU02_Q0002QueryResults,FINTAXU02,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINTAXU02_Q0002QueryResults
ana_businessanalytics_analytics.svc,RPFINTAXU03_Q0001QueryResults,FINTAXU03,Tax Ledger Account Balances,Provides balances from tax ledger accounts.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINTAXU03_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPFINTAXU04_Q0001QueryResults,FINTAXU04,Tax Ledger Account Ledger Account Line Items,Provides line items from tax ledger accounts.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINTAXU04_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPFINTAXU04_Q0002QueryResults,FINTAXU04,Tax Ledger Account Ledger Account Line Items,Provides line items from tax ledger accounts.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINTAXU04_Q0002QueryResults
ana_businessanalytics_analytics.svc,RPFINTAXU05_Q0001QueryResults,FINTAXU05,Tax Balance Audit Trail,Shows the opening and closing balance and the line items for each tax account.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINTAXU05_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPFINTAXU06_Q0001QueryResults,FINTAXU06,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINTAXU06_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPFINTAXU07_Q0001QueryResults,FINTAXU07,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINTAXU07_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPFINTAXU08_Q0001QueryResults,FINTAXU08,WH Tax Details,Provides withholding tax line items from the tax register.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINTAXU08_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPFINTAXU09_Q0001QueryResults,FINTAXU09,VAT / Sales Tax Details,Provides line items for VAT or sales tax from the tax register.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINTAXU09_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPFINTAXU09_Q0002QueryResults,FINTAXU09,VAT / Sales Tax Details,Provides line items for VAT or sales tax from the tax register.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINTAXU09_Q0002QueryResults
ana_businessanalytics_analytics.svc,RPFINTAXU09_Q0003QueryResults,FINTAXU09,VAT / Sales Tax Details,Provides line items for VAT or sales tax from the tax register.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINTAXU09_Q0003QueryResults
ana_businessanalytics_analytics.svc,RPFINTAXU10_Q0001QueryResults,FINTAXU10,Data Source for all VAT / Sales Tax Items with Journal Entry Details,"Provides data for VAT and sales tax items in the tax register including additional journal entry details. You can display the tax attributes for each source document, for example tax code or tax rate, and amounts such as base, deductible and non deductible tax amount. The data source also includes the G/L accounts to which the costs or revenues and taxes are posted as well as further journal entry details. Company, set of books, and kind of date (tax due date or posting date) are mandatory variables for this data source. The tax countries/regions Canada, India, and Mexico are not supported. For more information see the documentation of the report: All VAT / Sales Tax Items with Journal Entry Details",sap/byd/odata/ana_businessanalytics_analytics.svc/RPFINTAXU10_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPFND_SUP_FINDATA_Q0001QueryResults,FND_SUP_FINDATA,Supplier Payment Data,Provides the payment data of a supplier.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPFND_SUP_FINDATA_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPGLOCIU01_Q0001QueryResults,GLOCIU01,Customer Invoice Item with Tax Details,"Contains all customer invoice items which are not released and in approval status. It provides you with information on the products, quantities, gross amounts, net amounts, tax amounts.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOCIU01_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPGLOCOSTAJ_Q0003QueryResults,GLOCOSTAJ,Cost Auditing,Contains all relevent data for the Cost Auditing report which is specific to the country/region India,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOCOSTAJ_Q0003QueryResults
ana_businessanalytics_analytics.svc,RPGLOCOSTAU_Q0003QueryResults,GLOCOSTAU,Cost Auditing,Contains all relevent data for the Cost Auditing report which is specific to the country/region India,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOCOSTAU_Q0003QueryResults
ana_businessanalytics_analytics.svc,RPGLOFINFXAU01_Q0004QueryResults,GLOFINFXAU01,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOFINFXAU01_Q0004QueryResults
ana_businessanalytics_analytics.svc,RPGLOFININVWHB_Q0001QueryResults,GLOFININVWHB,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOFININVWHB_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPGLOFININVWMAP_Q0001QueryResults,GLOFININVWMAP,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOFININVWMAP_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPGLOFINU01_Q0001QueryResults,GLOFINU01,Accounts Receivable - Pledging of Open Items,"Shows all open items that are pledged as collateral, which can be particular open items or if the customer account is pledged, all open items of this customer.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOFINU01_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPGLOFINU01_Q0001_MOBQueryResults,GLOFINU01,Accounts Receivable - Pledging of Open Items,"Shows all open items that are pledged as collateral, which can be particular open items or if the customer account is pledged, all open items of this customer.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOFINU01_Q0001_MOBQueryResults
ana_businessanalytics_analytics.svc,RPGLOFXAU01_Q0007QueryResults,GLOFXAU01,Asset Register Italy,Asset Register Italy,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOFXAU01_Q0007QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMEPAAU_Q001QueryResults,GLOHCMEPAAU,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMEPAAU_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMESAAT_Q001QueryResults,GLOHCMESAAT,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMESAAT_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMESACH_Q001QueryResults,GLOHCMESACH,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMESACH_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMESACN_Q001QueryResults,GLOHCMESACN,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMESACN_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMESAFR_Q001QueryResults,GLOHCMESAFR,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMESAFR_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMESAGB_Q001QueryResults,GLOHCMESAGB,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMESAGB_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMESAIN_Q001QueryResults,GLOHCMESAIN,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMESAIN_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMESAMX_Q001QueryResults,GLOHCMESAMX,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMESAMX_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMETAAT_Q001QueryResults,GLOHCMETAAT,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMETAAT_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMETAAU_Q001QueryResults,GLOHCMETAAU,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMETAAU_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMETACA_Q001QueryResults,GLOHCMETACA,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMETACA_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMETACH_Q001QueryResults,GLOHCMETACH,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMETACH_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMETACN_Q001QueryResults,GLOHCMETACN,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMETACN_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMETAGB_Q001QueryResults,GLOHCMETAGB,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMETAGB_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMETAIN_Q001QueryResults,GLOHCMETAIN,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMETAIN_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMETANL_Q001QueryResults,GLOHCMETANL,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMETANL_Q001QueryResults
ana_businessanalytics_analytics.svc,RPGLOHCMPAEMPNLHIR_Q002QueryResults,GLOHCMPAEMPNLHIR,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOHCMPAEMPNLHIR_Q002QueryResults
ana_businessanalytics_analytics.svc,RPGLOTAXB01_Q0001QueryResults,GLOTAXB01,Taxes - Product Tax Details,Product Tax Details - Taxes Data Source,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOTAXB01_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPGLOTAXB08_Q0001QueryResults,GLOTAXB08,Taxes - Excise Annexure 10,Taxes - Excise Annexure 10,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOTAXB08_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPGLOTAXB09_Q0001QueryResults,GLOTAXB09,Taxes - Product Tax Details,Product Tax Details - Taxes Data Source,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOTAXB09_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPGLOTAXB11_Q0001QueryResults,GLOTAXB11,Taxes - Supplier Invoice Details,Taxes - Supplier Invoice Details,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOTAXB11_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPGLOTAXB13_Q0001QueryResults,GLOTAXB13,Sales Register - India,Sales Register - India,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOTAXB13_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPGLOTAXB15_Q0001QueryResults,GLOTAXB15,ER5 Report,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOTAXB15_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPGLOTAXU03_Q0001QueryResults,GLOTAXU03,RG1: Excise Register - India,Shows an overview of the RG1 Indian excise register for the selected period,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOTAXU03_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPGLOTAXU03_Q0002QueryResults,GLOTAXU03,RG1: Excise Register - India,Shows an overview of the RG1 Indian excise register for the selected period,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOTAXU03_Q0002QueryResults
ana_businessanalytics_analytics.svc,RPGLOTAXU05_Q0001QueryResults,GLOTAXU05,GLOTAXU05,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLOTAXU05_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPGLO_FINDUEU04_Q0001QueryResults,GLO_FINDUEU04,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLO_FINDUEU04_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPGLO_FINDUEU04_Q0002QueryResults,GLO_FINDUEU04,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLO_FINDUEU04_Q0002QueryResults
ana_businessanalytics_analytics.svc,RPGLO_FINPLU01_Q0004QueryResults,GLO_FINPLU01,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLO_FINPLU01_Q0004QueryResults
ana_businessanalytics_analytics.svc,RPGLO_FINPLU01_Q0005QueryResults,GLO_FINPLU01,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLO_FINPLU01_Q0005QueryResults
ana_businessanalytics_analytics.svc,RPGLO_FINPLU01_Q002QueryResults,GLO_FINPLU01,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLO_FINPLU01_Q002QueryResults
ana_businessanalytics_analytics.svc,RPGLO_FINPLU01_Q003QueryResults,GLO_FINPLU01,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPGLO_FINPLU01_Q003QueryResults
ana_businessanalytics_analytics.svc,RPHCMCMPB01_Q0002QueryResults,HCMCMPB01,Compensation Component Details,"Provides an overview of all the Employees for a selected Compensation Component ID. Also provides information on Compensation Amount, and other compensation component related details.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMCMPB01_Q0002QueryResults
ana_businessanalytics_analytics.svc,RPHCMCMPB_Q0001QueryResults,HCMCMPB,Compensation Details,"Provides information on employee compensation details such as Compensation Component ID, Compensation Component Amount, Compensation Structure ID, Grade ID and other related details.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMCMPB_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPHCMMDRC01_Q0001QueryResults,HCMMDRC01,Comparison of Employee Data in ByD and EC,Provides comparison of employee’s data in ByDesign and Employee Central systems.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMMDRC01_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAB01_Q0001QueryResults,HCMPAB01,Headcount,"Provides information on employee headcount, FTE, age and length of service.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAB01_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAB01_Q0002QueryResults,HCMPAB01,Headcount,"Provides information on employee headcount, FTE, age and length of service.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAB01_Q0002QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAB01_Q0003QueryResults,HCMPAB01,Headcount,"Provides information on employee headcount, FTE, age and length of service.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAB01_Q0003QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAB01_Q0005QueryResults,HCMPAB01,Headcount,"Provides information on employee headcount, FTE, age and length of service.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAB01_Q0005QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAB01_Q0006QueryResults,HCMPAB01,Headcount,"Provides information on employee headcount, FTE, age and length of service.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAB01_Q0006QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAB01_Q1001QueryResults,HCMPAB01,Headcount,"Provides information on employee headcount, FTE, age and length of service.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAB01_Q1001QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAB01_Q2001QueryResults,HCMPAB01,Headcount,"Provides information on employee headcount, FTE, age and length of service.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAB01_Q2001QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAB01_Q9001QueryResults,HCMPAB01,Headcount,"Provides information on employee headcount, FTE, age and length of service.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAB01_Q9001QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAB01_Q9002QueryResults,HCMPAB01,Headcount,"Provides information on employee headcount, FTE, age and length of service.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAB01_Q9002QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAB01_Q9003QueryResults,HCMPAB01,Headcount,"Provides information on employee headcount, FTE, age and length of service.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAB01_Q9003QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAB07_Q0001QueryResults,HCMPAB07,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAB07_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAB08_Q0001QueryResults,HCMPAB08,Internal Employee Details,"Provides an overview of employee’s data (Biographical Data, Private Contact Data, Workplace Contact Data, Work Agreement data, Org Assignment Data, Payment Info)",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAB08_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAB09_Q0001QueryResults,HCMPAB09,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAB09_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAB10_Q0001QueryResults,HCMPAB10,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAB10_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAU01_Q0003QueryResults,HCMPAU01,Employee Turnover,"Provides the number of employees entering, leaving, or transferring within the company.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAU01_Q0003QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAU01_Q0004QueryResults,HCMPAU01,Employee Turnover,"Provides the number of employees entering, leaving, or transferring within the company.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAU01_Q0004QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAU01_Q0006QueryResults,HCMPAU01,Employee Turnover,"Provides the number of employees entering, leaving, or transferring within the company.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAU01_Q0006QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAU01_Q1001QueryResults,HCMPAU01,Employee Turnover,"Provides the number of employees entering, leaving, or transferring within the company.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAU01_Q1001QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAU01_Q9003QueryResults,HCMPAU01,Employee Turnover,"Provides the number of employees entering, leaving, or transferring within the company.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAU01_Q9003QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAU01_Q9004QueryResults,HCMPAU01,Employee Turnover,"Provides the number of employees entering, leaving, or transferring within the company.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAU01_Q9004QueryResults
ana_businessanalytics_analytics.svc,RPHCMPAV01_Q0001QueryResults,HCMPAV01,Internal Employee Changes,"Provides information on change history of employee master data such as employee's Biographical Data, Private Contact Data, Payment Information and Organizational Assignment.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPAV01_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPHCMPYPB01_Q0001QueryResults,HCMPYPB01,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMPYPB01_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPHCMRPMU01_Q1001QueryResults,HCMRPMU01,Forecasted Utilization,"Provides visualization into the future on Forecasted Utilization of resources relevant for Resource Management, within a set period of time. Compares the commitments derived from the Scheduled Work and Absences of relevant resources assigned within a Company or a given Reporting Line Unit, with the Gross Capacity (planned working time) of these resources.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMRPMU01_Q1001QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMB07_Q0001QueryResults,HCMTLMB07,Employee Recorded Times,Provides information on recorded employee times,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMB07_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMB13_Q0001QueryResults,HCMTLMB13,Employee Time Profile,"Provides an overview of employee time profile with basic data and work schedule information, such as time recording profile, time recording method, hire date, termination date, work schedule category and assigned time models.",sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMB13_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMB15_Q0001QueryResults,HCMTLMB15,,,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMB15_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q0002QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q0002QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q0003QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q0003QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q0004QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q0004QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q0007QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q0007QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q0010QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q0010QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q0011QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q0011QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q0013QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q0013QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q9002QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q9002QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q9003QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q9003QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q9004QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q9004QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q9007QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q9007QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q9501QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q9501QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q9502QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q9502QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q9503QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q9503QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q9504QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q9504QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q9505QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q9505QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU01_Q9506QueryResults,HCMTLMU01,Employee Times,Provides information on planned and recorded employee times.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU01_Q9506QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU02_Q0001QueryResults,HCMTLMU02,Employee Time Accounts,Provides information on the balances of employee time accounts.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU02_Q0001QueryResults
ana_businessanalytics_analytics.svc,RPHCMTLMU02_Q0002QueryResults,HCMTLMU02,Employee Time Accounts,Provides information on the balances of employee time accounts.,sap/byd/odata/ana_businessanalytics_analytics.svc/RPHCMTLMU02_Q0002QueryResults
